id,slug,name,branch,level,position_type,province,city,parent_office_id
o0,councilor-of-danglas-abra-o0,"Councilor of Danglas, Abra",legislative,city,elected,ABRA,DANGLAS,o27
o1,councilor-of-la-paz-abra-o1,"Councilor of La Paz, Abra",legislative,city,elected,ABRA,LA PAZ,o27
o2,councilor-of-manabo-abra-o2,"Councilor of Manabo, Abra",legislative,city,elected,ABRA,MANABO,o27
o3,councilor-of-tayum-abra-o3,"Councilor of Tayum, Abra",legislative,city,elected,ABRA,TAYUM,o27
o4,councilor-of-lagangilang-abra-o4,"Councilor of Lagangilang, Abra",legislative,city,elected,ABRA,LAGANGILANG,o27
o5,councilor-of-lagayan-abra-o5,"Councilor of Lagayan, Abra",legislative,city,elected,ABRA,LAGAYAN,o27
o6,councilor-of-malibcong-abra-o6,"Councilor of Malibcong, Abra",legislative,city,elected,ABRA,MALIBCONG,o27
o7,councilor-of-sal-lapadan-abra-o7,"Councilor of Sal Lapadan, Abra",legislative,city,elected,ABRA,SAL LAPADAN,o27
o8,councilor-of-bucay-abra-o8,"Councilor of Bucay, Abra",legislative,city,elected,ABRA,BUCAY,o27
o9,councilor-of-dolores-abra-o9,"Councilor of Dolores, Abra",legislative,city,elected,ABRA,DOLORES,o27
o10,councilor-of-penarrubia-abra-o10,"Councilor of Penarrubia, Abra",legislative,city,elected,ABRA,PENARRUBIA,o27
o11,councilor-of-bangued-abra-o11,"Councilor of Bangued, Abra",legislative,city,elected,ABRA,BANGUED,o27
o12,councilor-of-bucloc-abra-o12,"Councilor of Bucloc, Abra",legislative,city,elected,ABRA,BUCLOC,o27
o13,councilor-of-daguioman-abra-o13,"Councilor of Daguioman, Abra",legislative,city,elected,ABRA,DAGUIOMAN,o27
o14,councilor-of-villaviciosa-abra-o14,"Councilor of Villaviciosa, Abra",legislative,city,elected,ABRA,VILLAVICIOSA,o27
o15,councilor-of-boliney-abra-o15,"Councilor of Boliney, Abra",legislative,city,elected,ABRA,BOLINEY,o27
o16,councilor-of-lacub-abra-o16,"Councilor of Lacub, Abra",legislative,city,elected,ABRA,LACUB,o27
o17,councilor-of-san-juan-abra-o17,"Councilor of San Juan, Abra",legislative,city,elected,ABRA,SAN JUAN,o27
o18,councilor-of-tubo-abra-o18,"Councilor of Tubo, Abra",legislative,city,elected,ABRA,TUBO,o27
o19,councilor-of-pilar-abra-o19,"Councilor of Pilar, Abra",legislative,city,elected,ABRA,PILAR,o27
o20,councilor-of-licuan-baay-abra-o20,"Councilor of Licuan Baay, Abra",legislative,city,elected,ABRA,LICUAN BAAY,o27
o21,councilor-of-pidigan-abra-o21,"Councilor of Pidigan, Abra",legislative,city,elected,ABRA,PIDIGAN,o27
o22,councilor-of-langiden-abra-o22,"Councilor of Langiden, Abra",legislative,city,elected,ABRA,LANGIDEN,o27
o23,councilor-of-luba-abra-o23,"Councilor of Luba, Abra",legislative,city,elected,ABRA,LUBA,o27
o24,councilor-of-san-isidro-abra-o24,"Councilor of San Isidro, Abra",legislative,city,elected,ABRA,SAN ISIDRO,o27
o25,councilor-of-tineg-abra-o25,"Councilor of Tineg, Abra",legislative,city,elected,ABRA,TINEG,o27
o26,councilor-of-san-quintin-abra-o26,"Councilor of San Quintin, Abra",legislative,city,elected,ABRA,SAN QUINTIN,o27
o27,governor-of-abra-o27,Governor of Abra,executive,provincial,elected,ABRA,,
o28,mayor-of-danglas-abra-o28,"Mayor of Danglas, Abra",executive,city,elected,ABRA,DANGLAS,o27
o29,mayor-of-malibcong-abra-o29,"Mayor of Malibcong, Abra",executive,city,elected,ABRA,MALIBCONG,o27
o30,mayor-of-boliney-abra-o30,"Mayor of Boliney, Abra",executive,city,elected,ABRA,BOLINEY,o27
o31,mayor-of-lacub-abra-o31,"Mayor of Lacub, Abra",executive,city,elected,ABRA,LACUB,o27
o32,mayor-of-licuan-baay-abra-o32,"Mayor of Licuan Baay, Abra",executive,city,elected,ABRA,LICUAN BAAY,o27
o33,mayor-of-tineg-abra-o33,"Mayor of Tineg, Abra",executive,city,elected,ABRA,TINEG,o27
o34,mayor-of-bucay-abra-o34,"Mayor of Bucay, Abra",executive,city,elected,ABRA,BUCAY,o27
o35,mayor-of-la-paz-abra-o35,"Mayor of La Paz, Abra",executive,city,elected,ABRA,LA PAZ,o27
o36,mayor-of-sal-lapadan-abra-o36,"Mayor of Sal Lapadan, Abra",executive,city,elected,ABRA,SAL LAPADAN,o27
o37,mayor-of-langiden-abra-o37,"Mayor of Langiden, Abra",executive,city,elected,ABRA,LANGIDEN,o27
o38,mayor-of-daguioman-abra-o38,"Mayor of Daguioman, Abra",executive,city,elected,ABRA,DAGUIOMAN,o27
o39,mayor-of-san-quintin-abra-o39,"Mayor of San Quintin, Abra",executive,city,elected,ABRA,SAN QUINTIN,o27
o40,mayor-of-manabo-abra-o40,"Mayor of Manabo, Abra",executive,city,elected,ABRA,MANABO,o27
o41,mayor-of-penarrubia-abra-o41,"Mayor of Penarrubia, Abra",executive,city,elected,ABRA,PENARRUBIA,o27
o42,mayor-of-tayum-abra-o42,"Mayor of Tayum, Abra",executive,city,elected,ABRA,TAYUM,o27
o43,mayor-of-dolores-abra-o43,"Mayor of Dolores, Abra",executive,city,elected,ABRA,DOLORES,o27
o44,mayor-of-villaviciosa-abra-o44,"Mayor of Villaviciosa, Abra",executive,city,elected,ABRA,VILLAVICIOSA,o27
o45,mayor-of-lagayan-abra-o45,"Mayor of Lagayan, Abra",executive,city,elected,ABRA,LAGAYAN,o27
o46,mayor-of-bucloc-abra-o46,"Mayor of Bucloc, Abra",executive,city,elected,ABRA,BUCLOC,o27
o47,mayor-of-san-isidro-abra-o47,"Mayor of San Isidro, Abra",executive,city,elected,ABRA,SAN ISIDRO,o27
o48,mayor-of-pidigan-abra-o48,"Mayor of Pidigan, Abra",executive,city,elected,ABRA,PIDIGAN,o27
o49,mayor-of-luba-abra-o49,"Mayor of Luba, Abra",executive,city,elected,ABRA,LUBA,o27
o50,mayor-of-tubo-abra-o50,"Mayor of Tubo, Abra",executive,city,elected,ABRA,TUBO,o27
o51,mayor-of-lagangilang-abra-o51,"Mayor of Lagangilang, Abra",executive,city,elected,ABRA,LAGANGILANG,o27
o52,mayor-of-pilar-abra-o52,"Mayor of Pilar, Abra",executive,city,elected,ABRA,PILAR,o27
o53,mayor-of-san-juan-abra-o53,"Mayor of San Juan, Abra",executive,city,elected,ABRA,SAN JUAN,o27
o54,mayor-of-bangued-abra-o54,"Mayor of Bangued, Abra",executive,city,elected,ABRA,BANGUED,o27
o55,representative-abra-o55,"Representative, , Abra",legislative,national,elected,ABRA,,
o56,provincial-board-member-of-abra-o56,Provincial Board Member of Abra,legislative,provincial,elected,ABRA,,
o57,vice-governor-of-abra-o57,Vice Governor of Abra,executive,provincial,elected,ABRA,,
o58,vice-mayor-of-penarrubia-abra-o58,"Vice Mayor of Penarrubia, Abra",executive,city,elected,ABRA,PENARRUBIA,o27
o59,vice-mayor-of-la-paz-abra-o59,"Vice Mayor of La Paz, Abra",executive,city,elected,ABRA,LA PAZ,o27
o60,vice-mayor-of-daguioman-abra-o60,"Vice Mayor of Daguioman, Abra",executive,city,elected,ABRA,DAGUIOMAN,o27
o61,vice-mayor-of-san-juan-abra-o61,"Vice Mayor of San Juan, Abra",executive,city,elected,ABRA,SAN JUAN,o27
o62,vice-mayor-of-boliney-abra-o62,"Vice Mayor of Boliney, Abra",executive,city,elected,ABRA,BOLINEY,o27
o63,vice-mayor-of-sal-lapadan-abra-o63,"Vice Mayor of Sal Lapadan, Abra",executive,city,elected,ABRA,SAL LAPADAN,o27
o64,vice-mayor-of-villaviciosa-abra-o64,"Vice Mayor of Villaviciosa, Abra",executive,city,elected,ABRA,VILLAVICIOSA,o27
o65,vice-mayor-of-bucay-abra-o65,"Vice Mayor of Bucay, Abra",executive,city,elected,ABRA,BUCAY,o27
o66,vice-mayor-of-pilar-abra-o66,"Vice Mayor of Pilar, Abra",executive,city,elected,ABRA,PILAR,o27
o67,vice-mayor-of-lacub-abra-o67,"Vice Mayor of Lacub, Abra",executive,city,elected,ABRA,LACUB,o27
o68,vice-mayor-of-pidigan-abra-o68,"Vice Mayor of Pidigan, Abra",executive,city,elected,ABRA,PIDIGAN,o27
o69,vice-mayor-of-danglas-abra-o69,"Vice Mayor of Danglas, Abra",executive,city,elected,ABRA,DANGLAS,o27
o70,vice-mayor-of-langiden-abra-o70,"Vice Mayor of Langiden, Abra",executive,city,elected,ABRA,LANGIDEN,o27
o71,vice-mayor-of-san-isidro-abra-o71,"Vice Mayor of San Isidro, Abra",executive,city,elected,ABRA,SAN ISIDRO,o27
o72,vice-mayor-of-bucloc-abra-o72,"Vice Mayor of Bucloc, Abra",executive,city,elected,ABRA,BUCLOC,o27
o73,vice-mayor-of-tineg-abra-o73,"Vice Mayor of Tineg, Abra",executive,city,elected,ABRA,TINEG,o27
o74,vice-mayor-of-luba-abra-o74,"Vice Mayor of Luba, Abra",executive,city,elected,ABRA,LUBA,o27
o75,vice-mayor-of-tubo-abra-o75,"Vice Mayor of Tubo, Abra",executive,city,elected,ABRA,TUBO,o27
o76,vice-mayor-of-tayum-abra-o76,"Vice Mayor of Tayum, Abra",executive,city,elected,ABRA,TAYUM,o27
o77,vice-mayor-of-lagangilang-abra-o77,"Vice Mayor of Lagangilang, Abra",executive,city,elected,ABRA,LAGANGILANG,o27
o78,vice-mayor-of-lagayan-abra-o78,"Vice Mayor of Lagayan, Abra",executive,city,elected,ABRA,LAGAYAN,o27
o79,vice-mayor-of-licuan-baay-abra-o79,"Vice Mayor of Licuan Baay, Abra",executive,city,elected,ABRA,LICUAN BAAY,o27
o80,vice-mayor-of-malibcong-abra-o80,"Vice Mayor of Malibcong, Abra",executive,city,elected,ABRA,MALIBCONG,o27
o81,vice-mayor-of-manabo-abra-o81,"Vice Mayor of Manabo, Abra",executive,city,elected,ABRA,MANABO,o27
o82,vice-mayor-of-san-quintin-abra-o82,"Vice Mayor of San Quintin, Abra",executive,city,elected,ABRA,SAN QUINTIN,o27
o83,vice-mayor-of-bangued-abra-o83,"Vice Mayor of Bangued, Abra",executive,city,elected,ABRA,BANGUED,o27
o84,vice-mayor-of-dolores-abra-o84,"Vice Mayor of Dolores, Abra",executive,city,elected,ABRA,DOLORES,o27
o85,councilor-of-magallanes-agusan-del-norte-o85,"Councilor of Magallanes, Agusan Del Norte",legislative,city,elected,AGUSAN DEL NORTE,MAGALLANES,o97
o86,councilor-of-las-nieves-agusan-del-norte-o86,"Councilor of Las Nieves, Agusan Del Norte",legislative,city,elected,AGUSAN DEL NORTE,LAS NIEVES,o97
o87,councilor-of-buenavista-agusan-del-norte-o87,"Councilor of Buenavista, Agusan Del Norte",legislative,city,elected,AGUSAN DEL NORTE,BUENAVISTA,o97
o88,councilor-of-kitcharao-agusan-del-norte-o88,"Councilor of Kitcharao, Agusan Del Norte",legislative,city,elected,AGUSAN DEL NORTE,KITCHARAO,o97
o89,councilor-of-cabadbaran-agusan-del-norte-o89,"Councilor of Cabadbaran, Agusan Del Norte",legislative,city,elected,AGUSAN DEL NORTE,CABADBARAN,o97
o90,councilor-of-nasipit-agusan-del-norte-o90,"Councilor of Nasipit, Agusan Del Norte",legislative,city,elected,AGUSAN DEL NORTE,NASIPIT,o97
o91,councilor-of-butuan-agusan-del-norte-o91,"Councilor of Butuan, Agusan Del Norte",legislative,city,elected,AGUSAN DEL NORTE,BUTUAN,o97
o92,councilor-of-remedios-t-romualdez-agusan-del-norte-o92,"Councilor of Remedios T Romualdez, Agusan Del Norte",legislative,city,elected,AGUSAN DEL NORTE,REMEDIOS T ROMUALDEZ,o97
o93,councilor-of-tubay-agusan-del-norte-o93,"Councilor of Tubay, Agusan Del Norte",legislative,city,elected,AGUSAN DEL NORTE,TUBAY,o97
o94,councilor-of-carmen-agusan-del-norte-o94,"Councilor of Carmen, Agusan Del Norte",legislative,city,elected,AGUSAN DEL NORTE,CARMEN,o97
o95,councilor-of-santiago-agusan-del-norte-o95,"Councilor of Santiago, Agusan Del Norte",legislative,city,elected,AGUSAN DEL NORTE,SANTIAGO,o97
o96,councilor-of-jabonga-agusan-del-norte-o96,"Councilor of Jabonga, Agusan Del Norte",legislative,city,elected,AGUSAN DEL NORTE,JABONGA,o97
o97,governor-of-agusan-del-norte-o97,Governor of Agusan Del Norte,executive,provincial,elected,AGUSAN DEL NORTE,,
o98,mayor-of-carmen-agusan-del-norte-o98,"Mayor of Carmen, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,CARMEN,o97
o99,mayor-of-nasipit-agusan-del-norte-o99,"Mayor of Nasipit, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,NASIPIT,o97
o100,mayor-of-magallanes-agusan-del-norte-o100,"Mayor of Magallanes, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,MAGALLANES,o97
o101,mayor-of-tubay-agusan-del-norte-o101,"Mayor of Tubay, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,TUBAY,o97
o102,mayor-of-cabadbaran-agusan-del-norte-o102,"Mayor of Cabadbaran, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,CABADBARAN,o97
o103,mayor-of-santiago-agusan-del-norte-o103,"Mayor of Santiago, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,SANTIAGO,o97
o104,mayor-of-kitcharao-agusan-del-norte-o104,"Mayor of Kitcharao, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,KITCHARAO,o97
o105,mayor-of-jabonga-agusan-del-norte-o105,"Mayor of Jabonga, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,JABONGA,o97
o106,mayor-of-butuan-agusan-del-norte-o106,"Mayor of Butuan, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,BUTUAN,o97
o107,mayor-of-buenavista-agusan-del-norte-o107,"Mayor of Buenavista, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,BUENAVISTA,o97
o108,mayor-of-las-nieves-agusan-del-norte-o108,"Mayor of Las Nieves, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,LAS NIEVES,o97
o109,mayor-of-remedios-t-romualdez-agusan-del-norte-o109,"Mayor of Remedios T Romualdez, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,REMEDIOS T ROMUALDEZ,o97
o110,representative-agusan-del-norte-o110,"Representative, , Agusan Del Norte",legislative,national,elected,AGUSAN DEL NORTE,,
o111,provincial-board-member-of-agusan-del-norte-o111,Provincial Board Member of Agusan Del Norte,legislative,provincial,elected,AGUSAN DEL NORTE,,
o112,vice-governor-of-agusan-del-norte-o112,Vice Governor of Agusan Del Norte,executive,provincial,elected,AGUSAN DEL NORTE,,
o113,vice-mayor-of-las-nieves-agusan-del-norte-o113,"Vice Mayor of Las Nieves, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,LAS NIEVES,o97
o114,vice-mayor-of-butuan-agusan-del-norte-o114,"Vice Mayor of Butuan, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,BUTUAN,o97
o115,vice-mayor-of-cabadbaran-agusan-del-norte-o115,"Vice Mayor of Cabadbaran, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,CABADBARAN,o97
o116,vice-mayor-of-nasipit-agusan-del-norte-o116,"Vice Mayor of Nasipit, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,NASIPIT,o97
o117,vice-mayor-of-tubay-agusan-del-norte-o117,"Vice Mayor of Tubay, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,TUBAY,o97
o118,vice-mayor-of-remedios-t-romualdez-agusan-del-norte-o118,"Vice Mayor of Remedios T Romualdez, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,REMEDIOS T ROMUALDEZ,o97
o119,vice-mayor-of-santiago-agusan-del-norte-o119,"Vice Mayor of Santiago, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,SANTIAGO,o97
o120,vice-mayor-of-buenavista-agusan-del-norte-o120,"Vice Mayor of Buenavista, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,BUENAVISTA,o97
o121,vice-mayor-of-jabonga-agusan-del-norte-o121,"Vice Mayor of Jabonga, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,JABONGA,o97
o122,vice-mayor-of-kitcharao-agusan-del-norte-o122,"Vice Mayor of Kitcharao, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,KITCHARAO,o97
o123,vice-mayor-of-magallanes-agusan-del-norte-o123,"Vice Mayor of Magallanes, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,MAGALLANES,o97
o124,vice-mayor-of-carmen-agusan-del-norte-o124,"Vice Mayor of Carmen, Agusan Del Norte",executive,city,elected,AGUSAN DEL NORTE,CARMEN,o97
o125,councilor-of-san-luis-agusan-del-sur-o125,"Councilor of San Luis, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,SAN LUIS,o139
o126,councilor-of-bayugan-agusan-del-sur-o126,"Councilor of Bayugan, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,BAYUGAN,o139
o127,councilor-of-bunawan-agusan-del-sur-o127,"Councilor of Bunawan, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,BUNAWAN,o139
o128,councilor-of-san-francisco-agusan-del-sur-o128,"Councilor of San Francisco, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,SAN FRANCISCO,o139
o129,councilor-of-veruela-agusan-del-sur-o129,"Councilor of Veruela, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,VERUELA,o139
o130,councilor-of-loreto-agusan-del-sur-o130,"Councilor of Loreto, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,LORETO,o139
o131,councilor-of-trento-agusan-del-sur-o131,"Councilor of Trento, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,TRENTO,o139
o132,councilor-of-rosario-agusan-del-sur-o132,"Councilor of Rosario, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,ROSARIO,o139
o133,councilor-of-sibagat-agusan-del-sur-o133,"Councilor of Sibagat, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,SIBAGAT,o139
o134,councilor-of-esperanza-agusan-del-sur-o134,"Councilor of Esperanza, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,ESPERANZA,o139
o135,councilor-of-prosperidad-agusan-del-sur-o135,"Councilor of Prosperidad, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,PROSPERIDAD,o139
o136,councilor-of-santa-josefa-agusan-del-sur-o136,"Councilor of Santa Josefa, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,SANTA JOSEFA,o139
o137,councilor-of-la-paz-agusan-del-sur-o137,"Councilor of La Paz, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,LA PAZ,o139
o138,councilor-of-talacogon-agusan-del-sur-o138,"Councilor of Talacogon, Agusan Del Sur",legislative,city,elected,AGUSAN DEL SUR,TALACOGON,o139
o139,governor-of-agusan-del-sur-o139,Governor of Agusan Del Sur,executive,provincial,elected,AGUSAN DEL SUR,,
o140,mayor-of-bayugan-agusan-del-sur-o140,"Mayor of Bayugan, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,BAYUGAN,o139
o141,mayor-of-rosario-agusan-del-sur-o141,"Mayor of Rosario, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,ROSARIO,o139
o142,mayor-of-san-luis-agusan-del-sur-o142,"Mayor of San Luis, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,SAN LUIS,o139
o143,mayor-of-prosperidad-agusan-del-sur-o143,"Mayor of Prosperidad, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,PROSPERIDAD,o139
o144,mayor-of-san-francisco-agusan-del-sur-o144,"Mayor of San Francisco, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,SAN FRANCISCO,o139
o145,mayor-of-veruela-agusan-del-sur-o145,"Mayor of Veruela, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,VERUELA,o139
o146,mayor-of-sibagat-agusan-del-sur-o146,"Mayor of Sibagat, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,SIBAGAT,o139
o147,mayor-of-bunawan-agusan-del-sur-o147,"Mayor of Bunawan, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,BUNAWAN,o139
o148,mayor-of-trento-agusan-del-sur-o148,"Mayor of Trento, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,TRENTO,o139
o149,mayor-of-talacogon-agusan-del-sur-o149,"Mayor of Talacogon, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,TALACOGON,o139
o150,mayor-of-esperanza-agusan-del-sur-o150,"Mayor of Esperanza, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,ESPERANZA,o139
o151,mayor-of-la-paz-agusan-del-sur-o151,"Mayor of La Paz, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,LA PAZ,o139
o152,mayor-of-santa-josefa-agusan-del-sur-o152,"Mayor of Santa Josefa, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,SANTA JOSEFA,o139
o153,mayor-of-loreto-agusan-del-sur-o153,"Mayor of Loreto, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,LORETO,o139
o154,representative-agusan-del-sur-o154,"Representative, , Agusan Del Sur",legislative,national,elected,AGUSAN DEL SUR,,
o155,provincial-board-member-of-agusan-del-sur-o155,Provincial Board Member of Agusan Del Sur,legislative,provincial,elected,AGUSAN DEL SUR,,
o156,vice-governor-of-agusan-del-sur-o156,Vice Governor of Agusan Del Sur,executive,provincial,elected,AGUSAN DEL SUR,,
o157,vice-mayor-of-esperanza-agusan-del-sur-o157,"Vice Mayor of Esperanza, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,ESPERANZA,o139
o158,vice-mayor-of-trento-agusan-del-sur-o158,"Vice Mayor of Trento, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,TRENTO,o139
o159,vice-mayor-of-san-luis-agusan-del-sur-o159,"Vice Mayor of San Luis, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,SAN LUIS,o139
o160,vice-mayor-of-sibagat-agusan-del-sur-o160,"Vice Mayor of Sibagat, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,SIBAGAT,o139
o161,vice-mayor-of-prosperidad-agusan-del-sur-o161,"Vice Mayor of Prosperidad, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,PROSPERIDAD,o139
o162,vice-mayor-of-bayugan-agusan-del-sur-o162,"Vice Mayor of Bayugan, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,BAYUGAN,o139
o163,vice-mayor-of-bunawan-agusan-del-sur-o163,"Vice Mayor of Bunawan, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,BUNAWAN,o139
o164,vice-mayor-of-loreto-agusan-del-sur-o164,"Vice Mayor of Loreto, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,LORETO,o139
o165,vice-mayor-of-la-paz-agusan-del-sur-o165,"Vice Mayor of La Paz, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,LA PAZ,o139
o166,vice-mayor-of-veruela-agusan-del-sur-o166,"Vice Mayor of Veruela, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,VERUELA,o139
o167,vice-mayor-of-rosario-agusan-del-sur-o167,"Vice Mayor of Rosario, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,ROSARIO,o139
o168,vice-mayor-of-santa-josefa-agusan-del-sur-o168,"Vice Mayor of Santa Josefa, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,SANTA JOSEFA,o139
o169,vice-mayor-of-talacogon-agusan-del-sur-o169,"Vice Mayor of Talacogon, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,TALACOGON,o139
o170,vice-mayor-of-san-francisco-agusan-del-sur-o170,"Vice Mayor of San Francisco, Agusan Del Sur",executive,city,elected,AGUSAN DEL SUR,SAN FRANCISCO,o139
o171,councilor-of-banga-aklan-o171,"Councilor of Banga, Aklan",legislative,city,elected,AKLAN,BANGA,o188
o172,councilor-of-tangalan-aklan-o172,"Councilor of Tangalan, Aklan",legislative,city,elected,AKLAN,TANGALAN,o188
o173,councilor-of-nabas-aklan-o173,"Councilor of Nabas, Aklan",legislative,city,elected,AKLAN,NABAS,o188
o174,councilor-of-new-washington-aklan-o174,"Councilor of New Washington, Aklan",legislative,city,elected,AKLAN,NEW WASHINGTON,o188
o175,councilor-of-lezo-aklan-o175,"Councilor of Lezo, Aklan",legislative,city,elected,AKLAN,LEZO,o188
o176,councilor-of-malay-aklan-o176,"Councilor of Malay, Aklan",legislative,city,elected,AKLAN,MALAY,o188
o177,councilor-of-ibajay-aklan-o177,"Councilor of Ibajay, Aklan",legislative,city,elected,AKLAN,IBAJAY,o188
o178,councilor-of-numancia-aklan-o178,"Councilor of Numancia, Aklan",legislative,city,elected,AKLAN,NUMANCIA,o188
o179,councilor-of-balete-aklan-o179,"Councilor of Balete, Aklan",legislative,city,elected,AKLAN,BALETE,o188
o180,councilor-of-altavas-aklan-o180,"Councilor of Altavas, Aklan",legislative,city,elected,AKLAN,ALTAVAS,o188
o181,councilor-of-kalibo-aklan-o181,"Councilor of Kalibo, Aklan",legislative,city,elected,AKLAN,KALIBO,o188
o182,councilor-of-batan-aklan-o182,"Councilor of Batan, Aklan",legislative,city,elected,AKLAN,BATAN,o188
o183,councilor-of-madalag-aklan-o183,"Councilor of Madalag, Aklan",legislative,city,elected,AKLAN,MADALAG,o188
o184,councilor-of-makato-aklan-o184,"Councilor of Makato, Aklan",legislative,city,elected,AKLAN,MAKATO,o188
o185,councilor-of-malinao-aklan-o185,"Councilor of Malinao, Aklan",legislative,city,elected,AKLAN,MALINAO,o188
o186,councilor-of-buruanga-aklan-o186,"Councilor of Buruanga, Aklan",legislative,city,elected,AKLAN,BURUANGA,o188
o187,councilor-of-libacao-aklan-o187,"Councilor of Libacao, Aklan",legislative,city,elected,AKLAN,LIBACAO,o188
o188,governor-of-aklan-o188,Governor of Aklan,executive,provincial,elected,AKLAN,,
o189,mayor-of-balete-aklan-o189,"Mayor of Balete, Aklan",executive,city,elected,AKLAN,BALETE,o188
o190,mayor-of-malay-aklan-o190,"Mayor of Malay, Aklan",executive,city,elected,AKLAN,MALAY,o188
o191,mayor-of-lezo-aklan-o191,"Mayor of Lezo, Aklan",executive,city,elected,AKLAN,LEZO,o188
o192,mayor-of-banga-aklan-o192,"Mayor of Banga, Aklan",executive,city,elected,AKLAN,BANGA,o188
o193,mayor-of-ibajay-aklan-o193,"Mayor of Ibajay, Aklan",executive,city,elected,AKLAN,IBAJAY,o188
o194,mayor-of-nabas-aklan-o194,"Mayor of Nabas, Aklan",executive,city,elected,AKLAN,NABAS,o188
o195,mayor-of-malinao-aklan-o195,"Mayor of Malinao, Aklan",executive,city,elected,AKLAN,MALINAO,o188
o196,mayor-of-buruanga-aklan-o196,"Mayor of Buruanga, Aklan",executive,city,elected,AKLAN,BURUANGA,o188
o197,mayor-of-makato-aklan-o197,"Mayor of Makato, Aklan",executive,city,elected,AKLAN,MAKATO,o188
o198,mayor-of-libacao-aklan-o198,"Mayor of Libacao, Aklan",executive,city,elected,AKLAN,LIBACAO,o188
o199,mayor-of-madalag-aklan-o199,"Mayor of Madalag, Aklan",executive,city,elected,AKLAN,MADALAG,o188
o200,mayor-of-new-washington-aklan-o200,"Mayor of New Washington, Aklan",executive,city,elected,AKLAN,NEW WASHINGTON,o188
o201,mayor-of-batan-aklan-o201,"Mayor of Batan, Aklan",executive,city,elected,AKLAN,BATAN,o188
