id,slug,name,branch,level,position_type,province,city,parent_office_id
o644,mayor-of-naval-biliran-o644,"Mayor of Naval, Biliran",executive,city,elected,BILIRAN,NAVAL,o642
o645,mayor-of-culaba-biliran-o645,"Mayor of Culaba, Biliran",executive,city,elected,BILIRAN,CULABA,o642
o646,mayor-of-cabucgayan-biliran-o646,"Mayor of Cabucgayan, Biliran",executive,city,elected,BILIRAN,CABUCGAYAN,o642
o647,mayor-of-maripipi-biliran-o647,"Mayor of Maripipi, Biliran",executive,city,elected,BILIRAN,MARIPIPI,o642
o648,mayor-of-caibiran-biliran-o648,"Mayor of Caibiran, Biliran",executive,city,elected,BILIRAN,CAIBIRAN,o642
o649,mayor-of-biliran-biliran-o649,"Mayor of Biliran, Biliran",executive,city,elected,BILIRAN,BILIRAN,o642
o650,mayor-of-almeria-biliran-o650,"Mayor of Almeria, Biliran",executive,city,elected,BILIRAN,ALMERIA,o642
o651,representative-biliran-o651,"Representative, , Biliran",legislative,national,elected,BILIRAN,,
o652,provincial-board-member-of-biliran-o652,Provincial Board Member of Biliran,legislative,provincial,elected,BILIRAN,,
o653,vice-governor-of-biliran-o653,Vice Governor of Biliran,executive,provincial,elected,BILIRAN,,
o654,vice-mayor-of-caibiran-biliran-o654,"Vice Mayor of Caibiran, Biliran",executive,city,elected,BILIRAN,CAIBIRAN,o642
o655,vice-mayor-of-naval-biliran-o655,"Vice Mayor of Naval, Biliran",executive,city,elected,BILIRAN,NAVAL,o642
o656,vice-mayor-of-culaba-biliran-o656,"Vice Mayor of Culaba, Biliran",executive,city,elected,BILIRAN,CULABA,o642
o657,vice-mayor-of-biliran-biliran-o657,"Vice Mayor of Biliran, Biliran",executive,city,elected,BILIRAN,BILIRAN,o642
o658,vice-mayor-of-almeria-biliran-o658,"Vice Mayor of Almeria, Biliran",executive,city,elected,BILIRAN,ALMERIA,o642
o659,vice-mayor-of-maripipi-biliran-o659,"Vice Mayor of Maripipi, Biliran",executive,city,elected,BILIRAN,MARIPIPI,o642
o660,vice-mayor-of-cabucgayan-biliran-o660,"Vice Mayor of Cabucgayan, Biliran",executive,city,elected,BILIRAN,CABUCGAYAN,o642
o661,vice-mayor-of-kawayan-biliran-o661,"Vice Mayor of Kawayan, Biliran",executive,city,elected,BILIRAN,KAWAYAN,o642
o662,councilor-of-pres-c-p-garcia-bohol-o662,"Councilor of Pres C P Garcia, Bohol",legislative,city,elected,BOHOL,PRES C P GARCIA,o710
o663,councilor-of-ubay-bohol-o663,"Councilor of Ubay, Bohol",legislative,city,elected,BOHOL,UBAY,o710
o664,councilor-of-jetafe-bohol-o664,"Councilor of Jetafe, Bohol",legislative,city,elected,BOHOL,JETAFE,o710
o665,councilor-of-antequera-bohol-o665,"Councilor of Antequera, Bohol",legislative,city,elected,BOHOL,ANTEQUERA,o710
o666,councilor-of-duero-bohol-o666,"Councilor of Duero, Bohol",legislative,city,elected,BOHOL,DUERO,o710
o667,councilor-of-sierra-bullones-bohol-o667,"Councilor of Sierra Bullones, Bohol",legislative,city,elected,BOHOL,SIERRA BULLONES,o710
o668,councilor-of-carmen-bohol-o668,"Councilor of Carmen, Bohol",legislative,city,elected,BOHOL,CARMEN,o710
o669,councilor-of-batuan-bohol-o669,"Councilor of Batuan, Bohol",legislative,city,elected,BOHOL,BATUAN,o710
o670,councilor-of-dimiao-bohol-o670,"Councilor of Dimiao, Bohol",legislative,city,elected,BOHOL,DIMIAO,o710
o671,councilor-of-garcia-hernandez-bohol-o671,"Councilor of Garcia Hernandez, Bohol",legislative,city,elected,BOHOL,GARCIA HERNANDEZ,o710
o672,councilor-of-inabanga-bohol-o672,"Councilor of Inabanga, Bohol",legislative,city,elected,BOHOL,INABANGA,o710
o673,councilor-of-clarin-bohol-o673,"Councilor of Clarin, Bohol",legislative,city,elected,BOHOL,CLARIN,o710
o674,councilor-of-san-miguel-bohol-o674,"Councilor of San Miguel, Bohol",legislative,city,elected,BOHOL,SAN MIGUEL,o710
o675,councilor-of-pilar-bohol-o675,"Councilor of Pilar, Bohol",legislative,city,elected,BOHOL,PILAR,o710
o676,councilor-of-anda-bohol-o676,"Councilor of Anda, Bohol",legislative,city,elected,BOHOL,ANDA,o710
o677,councilor-of-candijay-bohol-o677,"Councilor of Candijay, Bohol",legislative,city,elected,BOHOL,CANDIJAY,o710
o678,councilor-of-guindulman-bohol-o678,"Councilor of Guindulman, Bohol",legislative,city,elected,BOHOL,GUINDULMAN,o710
o679,councilor-of-tagbilaran-bohol-o679,"Councilor of Tagbilaran, Bohol",legislative,city,elected,BOHOL,TAGBILARAN,o710
o680,councilor-of-catigbian-bohol-o680,"Councilor of Catigbian, Bohol",legislative,city,elected,BOHOL,CATIGBIAN,o710
o681,councilor-of-baclayon-bohol-o681,"Councilor of Baclayon, Bohol",legislative,city,elected,BOHOL,BACLAYON,o710
o682,councilor-of-trinidad-bohol-o682,"Councilor of Trinidad, Bohol",legislative,city,elected,BOHOL,TRINIDAD,o710
o683,councilor-of-panglao-bohol-o683,"Councilor of Panglao, Bohol",legislative,city,elected,BOHOL,PANGLAO,o710
o684,councilor-of-tubigon-bohol-o684,"Councilor of Tubigon, Bohol",legislative,city,elected,BOHOL,TUBIGON,o710
o685,councilor-of-talibon-bohol-o685,"Councilor of Talibon, Bohol",legislative,city,elected,BOHOL,TALIBON,o710
o686,councilor-of-maribojoc-bohol-o686,"Councilor of Maribojoc, Bohol",legislative,city,elected,BOHOL,MARIBOJOC,o710
o687,councilor-of-balilihan-bohol-o687,"Councilor of Balilihan, Bohol",legislative,city,elected,BOHOL,BALILIHAN,o710
o688,councilor-of-san-isidro-bohol-o688,"Councilor of San Isidro, Bohol",legislative,city,elected,BOHOL,SAN ISIDRO,o710
o689,councilor-of-bien-unido-bohol-o689,"Councilor of Bien Unido, Bohol",legislative,city,elected,BOHOL,BIEN UNIDO,o710
o690,councilor-of-alicia-bohol-o690,"Councilor of Alicia, Bohol",legislative,city,elected,BOHOL,ALICIA,o710
o691,councilor-of-sagbayan-bohol-o691,"Councilor of Sagbayan, Bohol",legislative,city,elected,BOHOL,SAGBAYAN,o710
o692,councilor-of-buenavista-bohol-o692,"Councilor of Buenavista, Bohol",legislative,city,elected,BOHOL,BUENAVISTA,o710
o693,councilor-of-lila-bohol-o693,"Councilor of Lila, Bohol",legislative,city,elected,BOHOL,LILA,o710
o694,councilor-of-loboc-bohol-o694,"Councilor of Loboc, Bohol",legislative,city,elected,BOHOL,LOBOC,o710
o695,councilor-of-sikatuna-bohol-o695,"Councilor of Sikatuna, Bohol",legislative,city,elected,BOHOL,SIKATUNA,o710
o696,councilor-of-alburquerque-bohol-o696,"Councilor of Alburquerque, Bohol",legislative,city,elected,BOHOL,ALBURQUERQUE,o710
o697,councilor-of-corella-bohol-o697,"Councilor of Corella, Bohol",legislative,city,elected,BOHOL,CORELLA,o710
o698,councilor-of-loay-bohol-o698,"Councilor of Loay, Bohol",legislative,city,elected,BOHOL,LOAY,o710
o699,councilor-of-sevilla-bohol-o699,"Councilor of Sevilla, Bohol",legislative,city,elected,BOHOL,SEVILLA,o710
o700,councilor-of-cortes-bohol-o700,"Councilor of Cortes, Bohol",legislative,city,elected,BOHOL,CORTES,o710
o701,councilor-of-mabini-bohol-o701,"Councilor of Mabini, Bohol",legislative,city,elected,BOHOL,MABINI,o710
o702,councilor-of-valencia-bohol-o702,"Councilor of Valencia, Bohol",legislative,city,elected,BOHOL,VALENCIA,o710
o703,councilor-of-jagna-bohol-o703,"Councilor of Jagna, Bohol",legislative,city,elected,BOHOL,JAGNA,o710
o704,councilor-of-dagohoy-bohol-o704,"Councilor of Dagohoy, Bohol",legislative,city,elected,BOHOL,DAGOHOY,o710
o705,councilor-of-loon-bohol-o705,"Councilor of Loon, Bohol",legislative,city,elected,BOHOL,LOON,o710
o706,councilor-of-calape-bohol-o706,"Councilor of Calape, Bohol",legislative,city,elected,BOHOL,CALAPE,o710
o707,councilor-of-danao-bohol-o707,"Councilor of Danao, Bohol",legislative,city,elected,BOHOL,DANAO,o710
o708,councilor-of-dauis-bohol-o708,"Councilor of Dauis, Bohol",legislative,city,elected,BOHOL,DAUIS,o710
o709,councilor-of-bilar-bohol-o709,"Councilor of Bilar, Bohol",legislative,city,elected,BOHOL,BILAR,o710
o710,governor-of-bohol-o710,Governor of Bohol,executive,provincial,elected,BOHOL,,
o711,mayor-of-dimiao-bohol-o711,"Mayor of Dimiao, Bohol",executive,city,elected,BOHOL,DIMIAO,o710
o712,mayor-of-panglao-bohol-o712,"Mayor of Panglao, Bohol",executive,city,elected,BOHOL,PANGLAO,o710
o713,mayor-of-ubay-bohol-o713,"Mayor of Ubay, Bohol",executive,city,elected,BOHOL,UBAY,o710
o714,mayor-of-anda-bohol-o714,"Mayor of Anda, Bohol",executive,city,elected,BOHOL,ANDA,o710
o715,mayor-of-dagohoy-bohol-o715,"Mayor of Dagohoy, Bohol",executive,city,elected,BOHOL,DAGOHOY,o710
o716,mayor-of-pilar-bohol-o716,"Mayor of Pilar, Bohol",executive,city,elected,BOHOL,PILAR,o710
o717,mayor-of-talibon-bohol-o717,"Mayor of Talibon, Bohol",executive,city,elected,BOHOL,TALIBON,o710
o718,mayor-of-lila-bohol-o718,"Mayor of Lila, Bohol",executive,city,elected,BOHOL,LILA,o710
o719,mayor-of-dauis-bohol-o719,"Mayor of Dauis, Bohol",executive,city,elected,BOHOL,DAUIS,o710
o720,mayor-of-pres-c-p-garcia-bohol-o720,"Mayor of Pres C P Garcia, Bohol",executive,city,elected,BOHOL,PRES C P GARCIA,o710
o721,mayor-of-carmen-bohol-o721,"Mayor of Carmen, Bohol",executive,city,elected,BOHOL,CARMEN,o710
o722,mayor-of-bilar-bohol-o722,"Mayor of Bilar, Bohol",executive,city,elected,BOHOL,BILAR,o710
o723,mayor-of-candijay-bohol-o723,"Mayor of Candijay, Bohol",executive,city,elected,BOHOL,CANDIJAY,o710
o724,mayor-of-jetafe-bohol-o724,"Mayor of Jetafe, Bohol",executive,city,elected,BOHOL,JETAFE,o710
o725,mayor-of-danao-bohol-o725,"Mayor of Danao, Bohol",executive,city,elected,BOHOL,DANAO,o710
o726,mayor-of-balilihan-bohol-o726,"Mayor of Balilihan, Bohol",executive,city,elected,BOHOL,BALILIHAN,o710
o727,mayor-of-batuan-bohol-o727,"Mayor of Batuan, Bohol",executive,city,elected,BOHOL,BATUAN,o710
o728,mayor-of-clarin-bohol-o728,"Mayor of Clarin, Bohol",executive,city,elected,BOHOL,CLARIN,o710
o729,mayor-of-sevilla-bohol-o729,"Mayor of Sevilla, Bohol",executive,city,elected,BOHOL,SEVILLA,o710
o730,mayor-of-catigbian-bohol-o730,"Mayor of Catigbian, Bohol",executive,city,elected,BOHOL,CATIGBIAN,o710
o731,mayor-of-san-miguel-bohol-o731,"Mayor of San Miguel, Bohol",executive,city,elected,BOHOL,SAN MIGUEL,o710
o732,mayor-of-bien-unido-bohol-o732,"Mayor of Bien Unido, Bohol",executive,city,elected,BOHOL,BIEN UNIDO,o710
o733,mayor-of-trinidad-bohol-o733,"Mayor of Trinidad, Bohol",executive,city,elected,BOHOL,TRINIDAD,o710
o734,mayor-of-guindulman-bohol-o734,"Mayor of Guindulman, Bohol",executive,city,elected,BOHOL,GUINDULMAN,o710
o735,mayor-of-calape-bohol-o735,"Mayor of Calape, Bohol",executive,city,elected,BOHOL,CALAPE,o710
o736,mayor-of-inabanga-bohol-o736,"Mayor of Inabanga, Bohol",executive,city,elected,BOHOL,INABANGA,o710
o737,mayor-of-cortes-bohol-o737,"Mayor of Cortes, Bohol",executive,city,elected,BOHOL,CORTES,o710
o738,mayor-of-tubigon-bohol-o738,"Mayor of Tubigon, Bohol",executive,city,elected,BOHOL,TUBIGON,o710
o739,mayor-of-valencia-bohol-o739,"Mayor of Valencia, Bohol",executive,city,elected,BOHOL,VALENCIA,o710
o740,mayor-of-jagna-bohol-o740,"Mayor of Jagna, Bohol",executive,city,elected,BOHOL,JAGNA,o710
o741,mayor-of-loon-bohol-o741,"Mayor of Loon, Bohol",executive,city,elected,BOHOL,LOON,o710
o742,mayor-of-sierra-bullones-bohol-o742,"Mayor of Sierra Bullones, Bohol",executive,city,elected,BOHOL,SIERRA BULLONES,o710
o743,mayor-of-sikatuna-bohol-o743,"Mayor of Sikatuna, Bohol",executive,city,elected,BOHOL,SIKATUNA,o710
o744,mayor-of-alicia-bohol-o744,"Mayor of Alicia, Bohol",executive,city,elected,BOHOL,ALICIA,o710
o745,mayor-of-mabini-bohol-o745,"Mayor of Mabini, Bohol",executive,city,elected,BOHOL,MABINI,o710
o746,mayor-of-corella-bohol-o746,"Mayor of Corella, Bohol",executive,city,elected,BOHOL,CORELLA,o710
o747,mayor-of-antequera-bohol-o747,"Mayor of Antequera, Bohol",executive,city,elected,BOHOL,ANTEQUERA,o710
o748,mayor-of-maribojoc-bohol-o748,"Mayor of Maribojoc, Bohol",executive,city,elected,BOHOL,MARIBOJOC,o710
o749,mayor-of-san-isidro-bohol-o749,"Mayor of San Isidro, Bohol",executive,city,elected,BOHOL,SAN ISIDRO,o710
o750,mayor-of-loboc-bohol-o750,"Mayor of Loboc, Bohol",executive,city,elected,BOHOL,LOBOC,o710
o751,mayor-of-garcia-hernandez-bohol-o751,"Mayor of Garcia Hernandez, Bohol",executive,city,elected,BOHOL,GARCIA HERNANDEZ,o710
o752,mayor-of-duero-bohol-o752,"Mayor of Duero, Bohol",executive,city,elected,BOHOL,DUERO,o710
o753,mayor-of-loay-bohol-o753,"Mayor of Loay, Bohol",executive,city,elected,BOHOL,LOAY,o710
o754,mayor-of-buenavista-bohol-o754,"Mayor of Buenavista, Bohol",executive,city,elected,BOHOL,BUENAVISTA,o710
o755,mayor-of-tagbilaran-bohol-o755,"Mayor of Tagbilaran, Bohol",executive,city,elected,BOHOL,TAGBILARAN,o710
o756,mayor-of-sagbayan-bohol-o756,"Mayor of Sagbayan, Bohol",executive,city,elected,BOHOL,SAGBAYAN,o710
o757,mayor-of-alburquerque-bohol-o757,"Mayor of Alburquerque, Bohol",executive,city,elected,BOHOL,ALBURQUERQUE,o710
o758,mayor-of-baclayon-bohol-o758,"Mayor of Baclayon, Bohol",executive,city,elected,BOHOL,BACLAYON,o710
o759,representative-bohol-o759,"Representative, , Bohol",legislative,national,elected,BOHOL,,
o760,provincial-board-member-of-bohol-o760,Provincial Board Member of Bohol,legislative,provincial,elected,BOHOL,,
o761,vice-governor-of-bohol-o761,Vice Governor of Bohol,executive,provincial,elected,BOHOL,,
o762,vice-mayor-of-buenavista-bohol-o762,"Vice Mayor of Buenavista, Bohol",executive,city,elected,BOHOL,BUENAVISTA,o710
o763,vice-mayor-of-dagohoy-bohol-o763,"Vice Mayor of Dagohoy, Bohol",executive,city,elected,BOHOL,DAGOHOY,o710
o764,vice-mayor-of-talibon-bohol-o764,"Vice Mayor of Talibon, Bohol",executive,city,elected,BOHOL,TALIBON,o710
o765,vice-mayor-of-bien-unido-bohol-o765,"Vice Mayor of Bien Unido, Bohol",executive,city,elected,BOHOL,BIEN UNIDO,o710
o766,vice-mayor-of-garcia-hernandez-bohol-o766,"Vice Mayor of Garcia Hernandez, Bohol",executive,city,elected,BOHOL,GARCIA HERNANDEZ,o710
o767,vice-mayor-of-dimiao-bohol-o767,"Vice Mayor of Dimiao, Bohol",executive,city,elected,BOHOL,DIMIAO,o710
o768,vice-mayor-of-loon-bohol-o768,"Vice Mayor of Loon, Bohol",executive,city,elected,BOHOL,LOON,o710
o769,vice-mayor-of-pilar-bohol-o769,"Vice Mayor of Pilar, Bohol",executive,city,elected,BOHOL,PILAR,o710
o770,vice-mayor-of-san-miguel-bohol-o770,"Vice Mayor of San Miguel, Bohol",executive,city,elected,BOHOL,SAN MIGUEL,o710
o771,vice-mayor-of-alburquerque-bohol-o771,"Vice Mayor of Alburquerque, Bohol",executive,city,elected,BOHOL,ALBURQUERQUE,o710
o772,vice-mayor-of-sevilla-bohol-o772,"Vice Mayor of Sevilla, Bohol",executive,city,elected,BOHOL,SEVILLA,o710
o773,vice-mayor-of-loay-bohol-o773,"Vice Mayor of Loay, Bohol",executive,city,elected,BOHOL,LOAY,o710
o774,vice-mayor-of-sierra-bullones-bohol-o774,"Vice Mayor of Sierra Bullones, Bohol",executive,city,elected,BOHOL,SIERRA BULLONES,o710
o775,vice-mayor-of-tagbilaran-bohol-o775,"Vice Mayor of Tagbilaran, Bohol",executive,city,elected,BOHOL,TAGBILARAN,o710
o776,vice-mayor-of-lila-bohol-o776,"Vice Mayor of Lila, Bohol",executive,city,elected,BOHOL,LILA,o710
o777,vice-mayor-of-cortes-bohol-o777,"Vice Mayor of Cortes, Bohol",executive,city,elected,BOHOL,CORTES,o710
o778,vice-mayor-of-duero-bohol-o778,"Vice Mayor of Duero, Bohol",executive,city,elected,BOHOL,DUERO,o710
o779,vice-mayor-of-inabanga-bohol-o779,"Vice Mayor of Inabanga, Bohol",executive,city,elected,BOHOL,INABANGA,o710
o780,vice-mayor-of-balilihan-bohol-o780,"Vice Mayor of Balilihan, Bohol",executive,city,elected,BOHOL,BALILIHAN,o710
o781,vice-mayor-of-loboc-bohol-o781,"Vice Mayor of Loboc, Bohol",executive,city,elected,BOHOL,LOBOC,o710
o782,vice-mayor-of-panglao-bohol-o782,"Vice Mayor of Panglao, Bohol",executive,city,elected,BOHOL,PANGLAO,o710
o783,vice-mayor-of-candijay-bohol-o783,"Vice Mayor of Candijay, Bohol",executive,city,elected,BOHOL,CANDIJAY,o710
o784,vice-mayor-of-jetafe-bohol-o784,"Vice Mayor of Jetafe, Bohol",executive,city,elected,BOHOL,JETAFE,o710
o785,vice-mayor-of-tubigon-bohol-o785,"Vice Mayor of Tubigon, Bohol",executive,city,elected,BOHOL,TUBIGON,o710
o786,vice-mayor-of-valencia-bohol-o786,"Vice Mayor of Valencia, Bohol",executive,city,elected,BOHOL,VALENCIA,o710
o787,vice-mayor-of-ubay-bohol-o787,"Vice Mayor of Ubay, Bohol",executive,city,elected,BOHOL,UBAY,o710
o788,vice-mayor-of-trinidad-bohol-o788,"Vice Mayor of Trinidad, Bohol",executive,city,elected,BOHOL,TRINIDAD,o710
o789,vice-mayor-of-sagbayan-bohol-o789,"Vice Mayor of Sagbayan, Bohol",executive,city,elected,BOHOL,SAGBAYAN,o710
o790,vice-mayor-of-guindulman-bohol-o790,"Vice Mayor of Guindulman, Bohol",executive,city,elected,BOHOL,GUINDULMAN,o710
o791,vice-mayor-of-catigbian-bohol-o791,"Vice Mayor of Catigbian, Bohol",executive,city,elected,BOHOL,CATIGBIAN,o710
o792,vice-mayor-of-alicia-bohol-o792,"Vice Mayor of Alicia, Bohol",executive,city,elected,BOHOL,ALICIA,o710
o793,vice-mayor-of-maribojoc-bohol-o793,"Vice Mayor of Maribojoc, Bohol",executive,city,elected,BOHOL,MARIBOJOC,o710
o794,vice-mayor-of-jagna-bohol-o794,"Vice Mayor of Jagna, Bohol",executive,city,elected,BOHOL,JAGNA,o710
o795,vice-mayor-of-antequera-bohol-o795,"Vice Mayor of Antequera, Bohol",executive,city,elected,BOHOL,ANTEQUERA,o710
o796,vice-mayor-of-sikatuna-bohol-o796,"Vice Mayor of Sikatuna, Bohol",executive,city,elected,BOHOL,SIKATUNA,o710
o797,vice-mayor-of-dauis-bohol-o797,"Vice Mayor of Dauis, Bohol",executive,city,elected,BOHOL,DAUIS,o710
o798,vice-mayor-of-calape-bohol-o798,"Vice Mayor of Calape, Bohol",executive,city,elected,BOHOL,CALAPE,o710
o799,vice-mayor-of-san-isidro-bohol-o799,"Vice Mayor of San Isidro, Bohol",executive,city,elected,BOHOL,SAN ISIDRO,o710
o800,vice-mayor-of-batuan-bohol-o800,"Vice Mayor of Batuan, Bohol",executive,city,elected,BOHOL,BATUAN,o710
o801,vice-mayor-of-mabini-bohol-o801,"Vice Mayor of Mabini, Bohol",executive,city,elected,BOHOL,MABINI,o710
o802,vice-mayor-of-anda-bohol-o802,"Vice Mayor of Anda, Bohol",executive,city,elected,BOHOL,ANDA,o710
o803,vice-mayor-of-bilar-bohol-o803,"Vice Mayor of Bilar, Bohol",executive,city,elected,BOHOL,BILAR,o710
o804,vice-mayor-of-corella-bohol-o804,"Vice Mayor of Corella, Bohol",executive,city,elected,BOHOL,CORELLA,o710
o805,vice-mayor-of-carmen-bohol-o805,"Vice Mayor of Carmen, Bohol",executive,city,elected,BOHOL,CARMEN,o710
o806,vice-mayor-of-baclayon-bohol-o806,"Vice Mayor of Baclayon, Bohol",executive,city,elected,BOHOL,BACLAYON,o710
o807,vice-mayor-of-danao-bohol-o807,"Vice Mayor of Danao, Bohol",executive,city,elected,BOHOL,DANAO,o710
o808,vice-mayor-of-pres-c-p-garcia-bohol-o808,"Vice Mayor of Pres C P Garcia, Bohol",executive,city,elected,BOHOL,PRES C P GARCIA,o710
o809,vice-mayor-of-clarin-bohol-o809,"Vice Mayor of Clarin, Bohol",executive,city,elected,BOHOL,CLARIN,o710
o810,councilor-of-sumilao-bukidnon-o810,"Councilor of Sumilao, Bukidnon",legislative,city,elected,BUKIDNON,SUMILAO,o832
o811,councilor-of-don-carlos-bukidnon-o811,"Councilor of Don Carlos, Bukidnon",legislative,city,elected,BUKIDNON,DON CARLOS,o832
o812,councilor-of-san-fernando-bukidnon-o812,"Councilor of San Fernando, Bukidnon",legislative,city,elected,BUKIDNON,SAN FERNANDO,o832
o813,councilor-of-valencia-bukidnon-o813,"Councilor of Valencia, Bukidnon",legislative,city,elected,BUKIDNON,VALENCIA,o832
o814,councilor-of-pangantucan-bukidnon-o814,"Councilor of Pangantucan, Bukidnon",legislative,city,elected,BUKIDNON,PANGANTUCAN,o832
o815,councilor-of-baungon-bukidnon-o815,"Councilor of Baungon, Bukidnon",legislative,city,elected,BUKIDNON,BAUNGON,o832
o816,councilor-of-cabanglasan-bukidnon-o816,"Councilor of Cabanglasan, Bukidnon",legislative,city,elected,BUKIDNON,CABANGLASAN,o832
o817,councilor-of-impasug-ong-bukidnon-o817,"Councilor of Impasug Ong, Bukidnon",legislative,city,elected,BUKIDNON,IMPASUG ONG,o832
o818,councilor-of-kitaotao-bukidnon-o818,"Councilor of Kitaotao, Bukidnon",legislative,city,elected,BUKIDNON,KITAOTAO,o832
o819,councilor-of-quezon-bukidnon-o819,"Councilor of Quezon, Bukidnon",legislative,city,elected,BUKIDNON,QUEZON,o832
o820,councilor-of-lantapan-bukidnon-o820,"Councilor of Lantapan, Bukidnon",legislative,city,elected,BUKIDNON,LANTAPAN,o832
o821,councilor-of-maramag-bukidnon-o821,"Councilor of Maramag, Bukidnon",legislative,city,elected,BUKIDNON,MARAMAG,o832
o822,councilor-of-kibawe-bukidnon-o822,"Councilor of Kibawe, Bukidnon",legislative,city,elected,BUKIDNON,KIBAWE,o832
o823,councilor-of-malaybalay-bukidnon-o823,"Councilor of Malaybalay, Bukidnon",legislative,city,elected,BUKIDNON,MALAYBALAY,o832
o824,councilor-of-libona-bukidnon-o824,"Councilor of Libona, Bukidnon",legislative,city,elected,BUKIDNON,LIBONA,o832
o825,councilor-of-damulog-bukidnon-o825,"Councilor of Damulog, Bukidnon",legislative,city,elected,BUKIDNON,DAMULOG,o832
o826,councilor-of-malitbog-bukidnon-o826,"Councilor of Malitbog, Bukidnon",legislative,city,elected,BUKIDNON,MALITBOG,o832
o827,councilor-of-kalilangan-bukidnon-o827,"Councilor of Kalilangan, Bukidnon",legislative,city,elected,BUKIDNON,KALILANGAN,o832
o828,councilor-of-kadingilan-bukidnon-o828,"Councilor of Kadingilan, Bukidnon",legislative,city,elected,BUKIDNON,KADINGILAN,o832
o829,councilor-of-manolo-fortich-bukidnon-o829,"Councilor of Manolo Fortich, Bukidnon",legislative,city,elected,BUKIDNON,MANOLO FORTICH,o832
o830,councilor-of-dangcagan-bukidnon-o830,"Councilor of Dangcagan, Bukidnon",legislative,city,elected,BUKIDNON,DANGCAGAN,o832
o831,councilor-of-talakag-bukidnon-o831,"Councilor of Talakag, Bukidnon",legislative,city,elected,BUKIDNON,TALAKAG,o832
o832,governor-of-bukidnon-o832,Governor of Bukidnon,executive,provincial,elected,BUKIDNON,,
o833,mayor-of-manolo-fortich-bukidnon-o833,"Mayor of Manolo Fortich, Bukidnon",executive,city,elected,BUKIDNON,MANOLO FORTICH,o832
o834,mayor-of-kalilangan-bukidnon-o834,"Mayor of Kalilangan, Bukidnon",executive,city,elected,BUKIDNON,KALILANGAN,o832
o835,mayor-of-sumilao-bukidnon-o835,"Mayor of Sumilao, Bukidnon",executive,city,elected,BUKIDNON,SUMILAO,o832
o836,mayor-of-kadingilan-bukidnon-o836,"Mayor of Kadingilan, Bukidnon",executive,city,elected,BUKIDNON,KADINGILAN,o832
o837,mayor-of-dangcagan-bukidnon-o837,"Mayor of Dangcagan, Bukidnon",executive,city,elected,BUKIDNON,DANGCAGAN,o832
o838,mayor-of-malitbog-bukidnon-o838,"Mayor of Malitbog, Bukidnon",executive,city,elected,BUKIDNON,MALITBOG,o832
o839,mayor-of-cabanglasan-bukidnon-o839,"Mayor of Cabanglasan, Bukidnon",executive,city,elected,BUKIDNON,CABANGLASAN,o832
o840,mayor-of-san-fernando-bukidnon-o840,"Mayor of San Fernando, Bukidnon",executive,city,elected,BUKIDNON,SAN FERNANDO,o832
o841,mayor-of-malaybalay-bukidnon-o841,"Mayor of Malaybalay, Bukidnon",executive,city,elected,BUKIDNON,MALAYBALAY,o832
o842,mayor-of-valencia-bukidnon-o842,"Mayor of Valencia, Bukidnon",executive,city,elected,BUKIDNON,VALENCIA,o832
o843,mayor-of-pangantucan-bukidnon-o843,"Mayor of Pangantucan, Bukidnon",executive,city,elected,BUKIDNON,PANGANTUCAN,o832
o844,mayor-of-kitaotao-bukidnon-o844,"Mayor of Kitaotao, Bukidnon",executive,city,elected,BUKIDNON,KITAOTAO,o832
o845,mayor-of-damulog-bukidnon-o845,"Mayor of Damulog, Bukidnon",executive,city,elected,BUKIDNON,DAMULOG,o832
o846,mayor-of-quezon-bukidnon-o846,"Mayor of Quezon, Bukidnon",executive,city,elected,BUKIDNON,QUEZON,o832
o847,mayor-of-baungon-bukidnon-o847,"Mayor of Baungon, Bukidnon",executive,city,elected,BUKIDNON,BAUNGON,o832
o848,mayor-of-kibawe-bukidnon-o848,"Mayor of Kibawe, Bukidnon",executive,city,elected,BUKIDNON,KIBAWE,o832
o849,mayor-of-libona-bukidnon-o849,"Mayor of Libona, Bukidnon",executive,city,elected,BUKIDNON,LIBONA,o832
o850,mayor-of-don-carlos-bukidnon-o850,"Mayor of Don Carlos, Bukidnon",executive,city,elected,BUKIDNON,DON CARLOS,o832
o851,mayor-of-talakag-bukidnon-o851,"Mayor of Talakag, Bukidnon",executive,city,elected,BUKIDNON,TALAKAG,o832
o852,mayor-of-maramag-bukidnon-o852,"Mayor of Maramag, Bukidnon",executive,city,elected,BUKIDNON,MARAMAG,o832
o853,mayor-of-impasug-ong-bukidnon-o853,"Mayor of Impasug Ong, Bukidnon",executive,city,elected,BUKIDNON,IMPASUG ONG,o832
o854,mayor-of-lantapan-bukidnon-o854,"Mayor of Lantapan, Bukidnon",executive,city,elected,BUKIDNON,LANTAPAN,o832
o855,representative-bukidnon-o855,"Representative, , Bukidnon",legislative,national,elected,BUKIDNON,,
o856,provincial-board-member-of-bukidnon-o856,Provincial Board Member of Bukidnon,legislative,provincial,elected,BUKIDNON,,
o857,vice-governor-of-bukidnon-o857,Vice Governor of Bukidnon,executive,provincial,elected,BUKIDNON,,
o858,vice-mayor-of-dangcagan-bukidnon-o858,"Vice Mayor of Dangcagan, Bukidnon",executive,city,elected,BUKIDNON,DANGCAGAN,o832
